# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES
1328	Shergaon	excrete	excrete	ʨʰɔ̃	ʨʰɔ̃	tɕʰ ɔ̃		378	378	tɕʰ ɔ̃ -	i n	378	excrete
#
1329	Khispi	exit	exit	ɕɛt	ɕɛt	ɕ ɛ t		379	379	ɕ ɛ t	i n c	379	exit
1330	Duhumbi	exit	exit	ɕɛt	ɕɛt	ɕ ɛ t		379	379	ɕ ɛ t	i n c	379	exit
1331	Khoina	exit	exit	ʂɛʔ	ʂɛʔ	ʂ ɛ ʔ		379	379	ʂ ɛ ʔ	i n c	379	exit
1332	Jerigaon	exit	exit	sɛʔ	sɛʔ	s ɛ ʔ		379	379	s ɛ ʔ	i n c	379	exit
1333	Khoitam	exit	exit	sɛt	sɛt	s ɛ t		379	379	s ɛ t	i n c	379	exit
1334	Rahung	exit	exit	sɛt	sɛt	s ɛ t		379	379	s ɛ t	i n c	379	exit
1335	Rupa	exit	exit	sat	sat	s a t		379	379	s a t	i n c	379	exit
1336	Shergaon	exit	exit	sat	sat	s a t		379	379	s a t	i n c	379	exit
#
1337	Khispi	eye	eye	kʰu-mɔː	kʰu+mɔː	kʰ u + m ɔː		380 46	380 381	kʰ u - + m ɔː	i n + i n	380 46	eye eye
1338	Duhumbi	eye	eye	kʰu-m	kʰu+m	kʰ u + m		380 46	380 381	kʰ u - + m -	i n + i	380 46	eye eye
1339	Khoina	eye	eye	ga-byː	ga+byː	g a + b yː		380 381	380 381	g a - + b yː	i n + i n	380 129	eye ?
1340	Jerigaon	eye	eye	kʰa-byː	kʰa+byː	kʰ a + b yː		380 381	380 381	kʰ a - + b yː	i n + i n	380 129	eye ?
1341	Khoitam	eye	eye	kʰa-byː	kʰa+byː	kʰ a + b yː		380 381	380 381	kʰ a - + b yː	i n + i n	380 129	eye ?
1342	Rahung	eye	eye	kʰam-byː ~ kʰa-byː	kʰam+byː	kʰ a m + b yː		380 381	380 381	kʰ a m + b yː	i n c + i n	380 129	eye ?
1343	Rupa	eye	eye	kʰa-byː ~ kʰə-byː	kʰa+byː	kʰ a + b yː		380 381	380 381	kʰ a - + b yː	i n + i n	380 129	eye ?
1344	Shergaon	eye	eye	kʰi-biː	kʰi+biː	kʰ i + b iː		380 381	380 381	kʰ i - + b iː	i n + i n	380 129	eye ?
#
1346	Duhumbi	face	face1	zuk	zuk	z u k		383	383	z u k	i n c	383	face
1347	Khoina	face	face1	zyk	zyk	z y k		383	383	z y k	i n c	383	face
1349	Khoitam	face	face1	zyk	zyk	z y k		383	383	z y k	i n c	383	face
1350	Rahung	face	face1	zyk	zyk	z y k		383	383	z y k	i n c	383	face
1351	Rupa	face	face1	zyk	zyk	z y k		383	383	z y k	i n c	383	face
1353	Khispi	face	face2	muj	muj	m u j		382	382	m u j	i n c	382	face
1354	Duhumbi	face	face2	mɛj	mɛj	m ɛ j		382	382	m ɛ j	i n c	382	face
1355	Khoina	face	face2	miː	miː	m iː		382	382	m iː -	i n	382	face
1356	Jerigaon	face	face2	miː	miː	m iː		382	382	m iː -	i n	382	face
1357	Khoitam	face	face2	miː	miː	m iː		382	382	m iː -	i n	382	face
1358	Rahung	face	face2	miː	miː	m iː		382	382	m iː -	i n	382	face
1359	Rupa	face	face2	myː	myː	m yː		382	382	m yː -	i n	382	face
#
1361	Khispi	falcon	falcon	hwa-ʨɔŋ-ki	hwa+ʨɔŋ+ki	hw a + tɕ ɔ ŋ + k i		387 384 386	387 384 386	hw a + tɕ ɔ ŋ + k i	i n + i n c + i n	140 384 386	pa-prefix2 falcon falcon
1362	Duhumbi	falcon	falcon	hwa-ʨɔŋ-ki	hwa+ʨɔŋ+ki	hw a + tɕ ɔ ŋ + k i		387 384 386	387 384 386	hw a + tɕ ɔ ŋ + k i	i n + i n c + i n	140 384 386	pa-prefix2 falcon falcon
1363	Khoina	falcon	falcon	ʣa-kyː	ʣa+kyː	dz a + k yː		384 386	385 384	dz a - + k yː	i n + i n	384 386	falcon falcon
1364	Jerigaon	falcon	falcon	ʨaŋ-kə-luŋ	ʨaŋ+kə+luŋ	tɕ a ŋ + k ə + l u ŋ		384 386 388	385 384 388	tɕ a ŋ + k ə + l u ŋ	i n c + i n + i n c	384 386 388	falcon falcon falcon
#
1369	Khispi	fall	fall1	ɕa	ɕa	ɕ a		389	389	ɕ a	i n	505	?
1370	Duhumbi	fall	fall1	ɕa	ɕa	ɕ a		389	389	ɕ a	i n	505	?
1374	Rahung	fall	fall1	ʨʰuː	ʨʰuː	tɕʰ uː		389	389	tɕʰ uː	i n	505	?
1375	Rupa	fall	fall1	ʦʰuː  ~ ʨʰuː	ʦʰuː	tsʰ uː		389	389	tsʰ uː	i n	505	?
1380	Jerigaon	fall	fall2	hiŋ	hiŋ	h i ŋ		49	389	h i ŋ	i n c	49	fall
1381	Khoitam	fall	fall2	hiŋ	hiŋ	h i ŋ		49	389	h i ŋ	i n c	49	fall
1382	Rahung	fall	fall2	hyŋ	hyŋ	h y ŋ		49	389	h y ŋ	i n c	49	fall
1383	Rupa	fall	fall2	hĩː	hĩː	h ĩː		49	389	h ĩː -	i n	49	fall
1384	Shergaon	fall	fall2	hĩː	hĩː	h ĩː		49	389	h ĩː -	i n	49	fall
#
1387	Khoina	far	far	a-tʂʰɐ̃ː	a+tʂʰɐ̃ː	a + ʈʂʰ ɐ̃ː		391 390	391 390	a + ʈʂʰ ɐ̃ː	n + i n	56 390	u/a-prefix far
1388	Jerigaon	far	far	a-ʨʰɐ̃ː	a+ʨʰɐ̃ː	a + tɕʰ ɐ̃ː		391 390	391 390	a + tɕʰ ɐ̃ː	n + i n	56 390	u/a-prefix far
1389	Khoitam	far	far	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		391 390	391 390	a + tɕʰ ɔ̃ː	n + i n	56 390	u/a-prefix far
1390	Rahung	far	far	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		391 390	391 390	a + tɕʰ ɔ̃ː	n + i n	56 390	u/a-prefix far
1391	Rupa	far	far	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		391 390	391 390	a + tɕʰ ɔ̃ː	n + i n	56 390	u/a-prefix far
1392	Shergaon	far	far	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		391 390	391 390	a + tɕʰ ɔ̃ː	n + i n	56 390	u/a-prefix far
#
1394	Duhumbi	fast	fast	ʥɔk-pu	ʥɔk+pu	dʑ ɔ k + p u		392 394	392 394	dʑ - ɔ k + p u	i n c + i n	392 394	fast fast
1395	Khoina	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a + dʑ - ɔ k	n + i n c	56 392	u/a-prefix fast
1396	Jerigaon	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a + dʑ - ɔ k	n + i n c	56 392	u/a-prefix fast
1397	Khoitam	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a + dʑ - ɔ k	n + i n c	56 392	u/a-prefix fast
1398	Rahung	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a + dʑ - ɔ k	n + i n c	56 392	u/a-prefix fast
1399	Rupa	fast	fast	a-dzuk ~ a-dzɔk	a+dzuk	a + d z u k		393 392	393 392	a + d z u k	n + i m n c	56 392	u/a-prefix fast
1400	Shergaon	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a + dʑ - ɔ k	n + i n c	56 392	u/a-prefix fast
#
1401	Khispi	fat (n)	fat (n)	ɔ-ju ~ u-ju	ɔ+ju	ɔ + j u		395 396	395 396	ɔ + j u -	n + i n	137 396	o/a-prefix fatn
1402	Duhumbi	fat (n)	fat (n)	ɔ-jɔw	ɔ+jɔw	ɔ + j ɔ w		395 396	395 396	ɔ + j ɔ w	n + i n c	137 396	o/a-prefix fatn
1403	Khoina	fat (n)	fat (n)	a-jɔː	a+jɔː	a + j ɔː		395 396	395 396	a + j ɔː -	n + i n	137 396	o/a-prefix fatn
1404	Jerigaon	fat (n)	fat (n)	a-jɔː	a+jɔː	a + j ɔː		395 396	395 396	a + j ɔː -	n + i n	137 396	o/a-prefix fatn
1405	Khoitam	fat (n)	fat (n)	a-joː	a+joː	a + j oː		395 396	395 396	a + j oː -	n + i n	137 396	o/a-prefix fatn
1406	Rahung	fat (n)	fat (n)	a-joː	a+joː	a + j oː		395 396	395 396	a + j oː -	n + i n	137 396	o/a-prefix fatn
1407	Rupa	fat (n)	fat (n)	a-joː	a+joː	a + j oː		395 396	395 396	a + j oː -	n + i n	137 396	o/a-prefix fatn
1408	Shergaon	fat (n)	fat (n)	a-joː	a+joː	a + j oː		395 396	395 396	a + j oː -	n + i n	137 396	o/a-prefix fatn
#
1409	Khispi	father	father	a-ba	a+ba	a + b a		398 397	398 397	a + b a	n + i n	124 397	a-prefix father
1410	Duhumbi	father	father	a-pa	a+pa	a + p a		398 397	398 397	a + p a	n + i n	124 397	a-prefix father
1411	Khoina	father	father	a-bɔː	a+bɔː	a + b ɔː		398 397	398 397	a + b ɔː	n + i n	124 397	a-prefix father
1412	Jerigaon	father	father	a-bɔː	a+bɔː	a + b ɔː		398 397	398 397	a + b ɔː	n + i n	124 397	a-prefix father
1413	Khoitam	father	father	a-bɔː	a+bɔː	a + b ɔː		398 397	398 397	a + b ɔː	n + i n	124 397	a-prefix father
1414	Rahung	father	father	a-boː	a+boː	a + b oː		398 397	398 397	a + b oː	n + i n	124 397	a-prefix father
1415	Rupa	father	father	a-boː ~ a-poː ~ bɔ-ja	a+boː	a + b oː		398 397	398 397	a + b oː	n + i n	124 397	a-prefix father
#
1419	Khoina	fear (vi)	fear (vi)	fuŋ	fuŋ	f u ŋ		399	399	f u ŋ	i n c	399	fearvi
1420	Jerigaon	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ	i n c	399	fearvi
1421	Khoitam	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ	i n c	399	fearvi
1422	Rahung	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ	i n c	399	fearvi
1423	Rupa	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ	i n c	399	fearvi
1424	Shergaon	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ	i n c	399	fearvi
#
1425	Khispi	female	female	u-ma ~ a-ma	u+ma	u + m a		401 400	401 400	u + m a	n + i n	56 400	u/a-prefix female
1426	Duhumbi	female	female	u-ma	u+ma	u + m a		401 400	401 400	u + m a	n + i n	56 400	u/a-prefix female
1427	Khoina	female	female	am ~ a-muː	am	a m		402	402	a m	n c	402	female
1428	Jerigaon	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a + m uː	n + i n	56 400	u/a-prefix female
1429	Khoitam	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a + m uː	n + i n	56 400	u/a-prefix female
1430	Rahung	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a + m uː	n + i n	56 400	u/a-prefix female
1431	Rupa	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a + m uː	n + i n	56 400	u/a-prefix female
1432	Shergaon	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a + m uː	n + i n	56 400	u/a-prefix female
#
1433	Khispi	fence	fence	gɔŋ	gɔŋ	g ɔ ŋ		403	403	g ɔ ŋ	i n c	403	fence
1434	Duhumbi	fence	fence	gɔŋ	gɔŋ	g ɔ ŋ		403	403	g ɔ ŋ	i n c	403	fence
1437	Khoitam	fence	fence	guŋ	guŋ	g u ŋ		403	403	g u ŋ	i n c	403	fence
1438	Rahung	fence	fence	guŋ	guŋ	g u ŋ		403	403	g u ŋ	i n c	403	fence
#
1441	Khispi	fern, fiddlehead	fern, fiddlehead	daŋ-sum	daŋ+sum	d a ŋ + s u m		405 404	405 404	d a ŋ + s u m	i n c + i n c	405 404	fernfiddlehead fernfiddlehead
1442	Duhumbi	fern, fiddlehead	fern, fiddlehead	daŋ-sum	daŋ+sum	d a ŋ + s u m		405 404	405 404	d a ŋ + s u m	i n c + i n c	405 404	fernfiddlehead fernfiddlehead
1443	Khoina	fern, fiddlehead	fern, fiddlehead	daŋ-søn	daŋ+søn	d a ŋ + s ø n		405 404	405 404	d a ŋ + s ø n	i n c + i n c	405 404	fernfiddlehead fernfiddlehead
1444	Jerigaon	fern, fiddlehead	fern, fiddlehead	daŋ-søn	daŋ+søn	d a ŋ + s ø n		405 404	405 404	d a ŋ + s ø n	i n c + i n c	405 404	fernfiddlehead fernfiddlehead
1445	Khoitam	fern, fiddlehead	fern, fiddlehead	daŋ-sɔm	daŋ+sɔm	d a ŋ + s ɔ m		405 404	405 404	d a ŋ + s ɔ m	i n c + i n c	405 404	fernfiddlehead fernfiddlehead
1446	Rahung	fern, fiddlehead	fern, fiddlehead	daŋ-søm	daŋ+søm	d a ŋ + s ø m		405 404	405 404	d a ŋ + s ø m	i n c + i n c	405 404	fernfiddlehead fernfiddlehead
1447	Rupa	fern, fiddlehead	fern, fiddlehead	daŋ-sɔm ~ daŋ-sum	daŋ+sɔm	d a ŋ + s ɔ m		405 404	405 404	d a ŋ + s ɔ m	i n c + i n c	405 404	fernfiddlehead fernfiddlehead
1448	Shergaon	fern, fiddlehead	fern, fiddlehead	daŋ-sum	daŋ+sum	d a ŋ + s u m		405 404	405 404	d a ŋ + s u m	i n c + i n c	405 404	fernfiddlehead fernfiddlehead
#
1449	Khispi	fetch	fetch	la	la	l a		406	406	l a	i n	406	fetch
1450	Duhumbi	fetch	fetch	la	la	l a		406	406	l a	i n	406	fetch
1453	Khoitam	fetch	fetch	luː	luː	l uː		406	406	l uː	i n	406	fetch
1454	Rahung	fetch	fetch	loː	loː	l oː		406	406	l oː	i n	406	fetch
1455	Rupa	fetch	fetch	luː ~ ruː	luː	l uː		406	406	l uː	i n	406	fetch
1456	Shergaon	fetch	fetch	luː	luː	l uː		406	406	l uː	i n	406	fetch
#
1459	Khoina	few, little	few, little	a-ʨʰaː	a+ʨʰaː	a + tɕʰ aː		407 408	407 408	a + tɕʰ aː	n + i n	56 328	u/a-prefix ?
1460	Jerigaon	few, little	few, little	a-ʨʰɛː	a+ʨʰɛː	a + tɕʰ ɛː		407 408	407 408	a + tɕʰ ɛː	n + i n	56 328	u/a-prefix ?
1461	Khoitam	few, little	few, little	a-ʨʰɛː	a+ʨʰɛː	a + tɕʰ ɛː		407 408	407 408	a + tɕʰ ɛː	n + i n	56 328	u/a-prefix ?
1462	Rahung	few, little	few, little	a-ʨʰɛː	a+ʨʰɛː	a + tɕʰ ɛː		407 408	407 408	a + tɕʰ ɛː	n + i n	56 328	u/a-prefix ?
#
1465	Khispi	field	field	lɛk	lɛk	l ɛ k		409	409	l - ɛ k	i n c	409	field
1466	Duhumbi	field	field	ljɛk	ljɛk	l j ɛ k		409	409	l j ɛ k	i m n c	409	field
1467	Khoina	field	field	rajk	rajk	r aj/ai k		409	409	r - aj/ai k	i n c	409	field
1468	Jerigaon	field	field	rɛˀ	rɛˀ	r ɛˀ		409	409	r - ɛˀ -	i n	409	field
1469	Khoitam	field	field	rɛk(-zĩː)	rɛk	r ɛ k		409	409	r - ɛ k	i n c	409	field
1470	Rahung	field	field	rɛk	rɛk	r ɛ k		409	409	r - ɛ k	i n c	409	field
1471	Rupa	field	field	rɛk ~ rɛk(-saŋ)	rɛk	r ɛ k		409	409	r - ɛ k	i n c	409	field
1472	Shergaon	field	field	rɛk(-saŋ)	rɛk	r ɛ k		409	409	r - ɛ k	i n c	409	field
#
1473	Khispi	finger	finger	hut ɕa-da	hut_ɕa+da	h u t _ ɕ a + d a		410 412 411	414 412 411	h u t + ɕ a + d a	i n c + i n + i n	410 412 233	hand1 finger small
1474	Duhumbi	finger	finger	hut bɹa-ma	hut_bɹa+ma	h u t _ b ɹ a + m a		410 413 57	414 413 411	h u t + b ɹ a - + m a -	i n c + i m n + i n	410 413 57	hand1 finger finger
1475	Khoina	finger	finger	ik a-du	ik_a+du	i k _ a + d u		410 412 411	410 412 411	- i k + - a + d u	n c + n + i n	410 412 233	hand1 finger small
1476	Jerigaon	finger	finger	ik a-du	ik_a+du	i k _ a + d u		410 412 411	410 412 411	- i k + - a + d u	n c + n + i n	410 412 233	hand1 finger small
1477	Khoitam	finger	finger	ik bɹɔm	ik_bɹɔm	i k _ b ɹ ɔ m		410 413	410 413	- i k + b ɹ ɔ m	n c + i m n c	410 413	hand1 finger
1478	Rahung	finger	finger	ik pɹø-muŋ ~ ik-bɹɔm	ik_pɹø+muŋ	i k _ p ɹ ø + m u ŋ		410 413 57	410 413 411	- i k + p ɹ ø - + m u ŋ	n c + i m n + i n c	410 413 57	hand1 finger finger
1479	Rupa	finger	finger	ik ʦʰik ~ ik-ʨʰik ~ ik-ʨʰĩː	ik_ʦʰik	i k _ tsʰ i k		410 63	410 412	- i k + tsʰ i k	n c + i n c	410 63	hand1 finger
#
1481	Khispi	fire	fire	bej	bej	b e j		415	415	b e j	i n c	415	fire
1482	Duhumbi	fire	fire	bɛj	bɛj	b ɛ j		415	415	b ɛ j	i n c	415	fire
1483	Khoina	fire	fire	baː	baː	b aː		415	415	b aː -	i n	415	fire
1484	Jerigaon	fire	fire	bɛˀ	bɛˀ	b ɛˀ		415	415	b ɛˀ -	i n	415	fire
1485	Khoitam	fire	fire	bɛˀ	bɛˀ	b ɛˀ		415	415	b ɛˀ -	i n	415	fire
1486	Rahung	fire	fire	bɛˀ	bɛˀ	b ɛˀ		415	415	b ɛˀ -	i n	415	fire
1487	Rupa	fire	fire	baˀ	baˀ	b aˀ		415	415	b aˀ -	i n	415	fire
1488	Shergaon	fire	fire	ba	ba	b a		415	415	b a -	i n	415	fire
#
1489	Khispi	fire prefix	fire prefix	bu-	bu+	b u		416	416	b u	i n	416	fireprefix
1490	Duhumbi	fire prefix	fire prefix	bu-	bu+	b u		416	416	b u	i n	416	fireprefix
1491	Khoina	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a	i n	416	fireprefix
1492	Jerigaon	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a	i n	416	fireprefix
1493	Khoitam	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a	i n	416	fireprefix
1494	Rahung	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a	i n	416	fireprefix
1495	Rupa	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a	i n	416	fireprefix
1496	Shergaon	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a	i n	416	fireprefix
#
1497	Khispi	fish	fish	ŋa	ŋa	ŋ a		417	417	ŋ a	i n	101	?
1498	Duhumbi	fish	fish	ŋa	ŋa	ŋ a		417	417	ŋ a	i n	101	?
1499	Khoina	fish	fish	nu	nu	n u		417	417	n u	i n	101	?
1500	Jerigaon	fish	fish	nu	nu	n u		417	417	n u	i n	101	?
1501	Khoitam	fish	fish	nu(ŋ)	nu	n u		417	417	n u	i n	101	?
1502	Rahung	fish	fish	nu(ŋ)	nu	n u		417	417	n u	i n	101	?
1503	Rupa	fish	fish	ɲu ~ ɲuŋ	ɲu	ɲ u		417	417	ɲ u	i n	101	?
1504	Shergaon	fish	fish	ɲu	ɲu	ɲ u		417	417	ɲ u	i n	101	?
#
1505	Khispi	five	five	kʰa	kʰa	kʰ a		418	418	kʰ a	i n	37	?
1506	Duhumbi	five	five	kʰa	kʰa	kʰ a		418	418	kʰ a	i n	37	?
1507	Khoina	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː	i n	37	?
1508	Jerigaon	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː	i n	37	?
1509	Khoitam	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː	i n	37	?
1510	Rahung	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː	i n	37	?
1511	Rupa	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː	i n	37	?
1512	Shergaon	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː	i n	37	?
#
1514	Duhumbi	flame	flame	(bɛj) ɬap	ɬap	ɬ a p		419	419	ɬ a p	i n c	419	flame
1517	Khoitam	flame	flame	(bɛ-) lap ~ (ba-) lap	lap	l a p		419	419	l a p	i n c	419	flame
1519	Rupa	flame	flame	(ba) a-lap ~ (ba-) lap	a+lap	a + l a p		420 419	420 419	a + l a p	n + i n c	420 419	flame flame
#
1521	Khispi	flee	flee	jɛt	jɛt	j ɛ t		421	421	j ɛ t	i n c	421	flee
1522	Duhumbi	flee	flee	jɛt	jɛt	j ɛ t		421	421	j ɛ t	i n c	421	flee
1525	Khoitam	flee	flee	jɛt	jɛt	j ɛ t		421	421	j ɛ t	i n c	421	flee
1526	Rahung	flee	flee	jɛt	jɛt	j ɛ t		421	421	j ɛ t	i n c	421	flee
1527	Rupa	flee	flee	jat	jat	j a t		421	421	j a t	i n c	421	flee
1528	Shergaon	flee	flee	jat	jat	j a t		421	421	j a t	i n c	421	flee
#
1532	Jerigaon	float	float	raː (-tʰɔn)	raː	r aː		422	422	r aː	i n	422	?
1533	Khoitam	float	float	rɛː (-tʰĩː)	rɛː	r ɛː		422	422	r ɛː	i n	422	?
1534	Rahung	float	float	rɛː (-tʰyː)	rɛː	r ɛː		422	422	r ɛː	i n	422	?
#
1537	Khispi	flour	flour	pʰuj	pʰuj	pʰ u j		424	426	pʰ u j	i n c	424	flour
1538	Duhumbi	flour	flour	pʰɔj	pʰɔj	pʰ ɔ j		424	426	pʰ ɔ j	i n c	424	flour
1539	Khoina	flour	flour	nə-faː	nə+faː	n ə + f aː		423 424	423 424	n ə + f aː -	i n + i n	223 424	? flour
1540	Jerigaon	flour	flour	nə-hɛːʰ	nə+hɛːʰ	n ə + h ɛːʰ		423 424	423 425	n ə + h ɛːʰ -	i n + i n	223 424	? flour
1541	Khoitam	flour	flour	nə-pʰɛːʰ	nə+pʰɛːʰ	n ə + pʰ ɛːʰ		423 424	423 424	n ə + pʰ ɛːʰ -	i n + i n	223 424	? flour
1542	Rahung	flour	flour	mə-hɛːʰ	mə+hɛːʰ	m ə + h ɛːʰ		423 424	427 425	m ə + h ɛːʰ -	i n + i n	223 424	? flour
1543	Rupa	flour	flour	nə-pʰaː	nə+pʰaː	n ə + pʰ aː		423 424	423 424	n ə + pʰ aː -	i n + i n	223 424	? flour
1544	Shergaon	flour	flour	nə-pʰaː	nə+pʰaː	n ə + pʰ aː		423 424	423 424	n ə + pʰ aː -	i n + i n	223 424	? flour
#
1546	Duhumbi	flow	flow	wa	wa	w a		430	430	w a -	i n	430	flow
1547	Khoina	flow	flow	xyj(ŋ)	xyj	x y j		428	429	x y j	i n c	428	flow
1548	Jerigaon	flow	flow	hyŋ	hyŋ	h y ŋ		428	428	h y ŋ	i n c	428	flow
1549	Khoitam	flow	flow	hyŋ	hyŋ	h y ŋ		428	428	h y ŋ	i n c	428	flow
1551	Rupa	flow	flow	haw	haw	h a w		430	428	h a w	i n c	430	flow
1552	Shergaon	flow	flow	haw	haw	h a w		430	428	h a w	i n c	430	flow
#
1555	Khoina	fly (n)	fly (n)	bə-ʨiŋ-ʨɔŋ ~ bə-ʨiŋ-pʰuŋ	bə+ʨiŋ+ʨɔŋ	b ə + tɕ i ŋ + tɕ ɔ ŋ		432 431 433	432 431 433	b ə - + tɕ i ŋ + tɕ ɔ ŋ	i n + i n c + i n c	432 431 433	flyn flyn flyn
1556	Jerigaon	fly (n)	fly (n)	pʰə-ʨiŋ-ʨɔŋ ~mə-ʨiŋ-ʨɔŋ	pʰə+ʨiŋ+ʨɔŋ	pʰ ə + tɕ i ŋ + tɕ ɔ ŋ		432 431 433	432 431 433	pʰ ə - + tɕ i ŋ + tɕ ɔ ŋ	i n + i n c + i n c	432 431 433	flyn flyn flyn
1557	Khoitam	fly (n)	fly (n)	pʰ-ʦiː ~ pʰ-ʨiː	pʰ+ʦiː	pʰ + ts iː		432 431	432 431	pʰ - - + ts iː -	i + i n	432 431	flyn flyn
1558	Rahung	fly (n)	fly (n)	ʨa-pim	ʨa+pim	tɕ a + p i m		98 432	431 432	tɕ a + p i m	i n + i n c	98 432	flyn flyn
1559	Rupa	fly (n)	fly (n)	bə-ʨiŋ	bə+ʨiŋ	b ə + tɕ i ŋ		432 431	432 431	b ə - + tɕ i ŋ	i n + i n c	432 431	flyn flyn
1560	Shergaon	fly (n)	fly (n)	bə-ʨiŋ	bə+ʨiŋ	b ə + tɕ i ŋ		432 431	432 431	b ə - + tɕ i ŋ	i n + i n c	432 431	flyn flyn
#
1561	Khispi	fly (vi)	fly (vi)	ɕɛl	ɕɛl	ɕ ɛ l		434	435	ɕ ɛ l	i n c	434	flyvi
1562	Duhumbi	fly (vi)	fly (vi)	ɕɛɹ	ɕɛɹ	ɕ ɛ ɹ		434	435	ɕ ɛ ɹ	i n c	434	flyvi
1563	Khoina	fly (vi)	fly (vi)	ʦʰɛn	ʦʰɛn	tsʰ ɛ n		434	434	tsʰ ɛ n	i n c	434	flyvi
1564	Jerigaon	fly (vi)	fly (vi)	ʨʰɛn	ʨʰɛn	tɕʰ ɛ n		434	434	tɕʰ ɛ n	i n c	434	flyvi
1565	Khoitam	fly (vi)	fly (vi)	ʨʰan	ʨʰan	tɕʰ a n		434	434	tɕʰ a n	i n c	434	flyvi
1566	Rahung	fly (vi)	fly (vi)	ʨʰɛm	ʨʰɛm	tɕʰ ɛ m		434	434	tɕʰ ɛ m	i n c	434	flyvi
1567	Rupa	fly (vi)	fly (vi)	ʨʰan ~ ʦʰan	ʨʰan	tɕʰ a n		434	434	tɕʰ a n	i n c	434	flyvi
1568	Shergaon	fly (vi)	fly (vi)	ʨʰan	ʨʰan	tɕʰ a n		434	434	tɕʰ a n	i n c	434	flyvi
#
1569	Khispi	fodder	fodder	ʦi	ʦi	ts i		436	436	ts i	i n	436	fodder
1570	Duhumbi	fodder	fodder	ʦi	ʦi	ts i		436	436	ts i	i n	436	fodder
1571	Khoina	fodder	fodder	də-ʦʰik	də+ʦʰik	d ə + tsʰ i k		436 436	436 436	d ə + d ə	i n + i n c	436 436	fodder fodder
1573	Khoitam	fodder	fodder	ʨiː	ʨiː	tɕ iː		436	436	tɕ iː	i n	436	fodder
1574	Rahung	fodder	fodder	ʨiː	ʨiː	tɕ iː		436	436	tɕ iː	i n	436	fodder
1575	Rupa	fodder	fodder	də-sɛː ~ siː	də+sɛː	d ə + s ɛː		436 436	436 436	d ə + d ə	i n + i n	436 436	fodder fodder
#
1577	Khispi	food	food	hɔj	hɔj	h ɔ j		437	437	h ɔ j	i n c	437	food
1579	Khoina	food	food	haː	haː	h aː		437	437	h aː -	i n	437	food
1580	Jerigaon	food	food	hɛ̃ː	hɛ̃ː	h ɛ̃ː		437	437	h ɛ̃ː -	i n	437	food
1581	Khoitam	food	food	hɛ̃ˀ	hɛ̃ˀ	h ɛ̃ˀ		437	437	h ɛ̃ˀ -	i n	437	food
1582	Rahung	food	food	hɛˀ	hɛˀ	h ɛˀ		437	437	h ɛˀ -	i n	437	food
1583	Rupa	food	food	haˀ ~ haː	haˀ	h aˀ		437	437	h aˀ -	i n	437	food
1584	Shergaon	food	food	haː	haː	h aː		437	437	h aː -	i n	437	food
#
1587	Khoina	forehead	forehead	ma-kɔː	ma+kɔː	m a + k ɔː		438 439	438 439	m a + k ɔː -	i n + i n	438 331	forehead door
