ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS
817	Khispi	cockroach	cockroach	ʨʰik-duŋ	ʨʰik+duŋ	tɕʰ i k + d u ŋ		249 250	249 250	tɕʰ i k + d u ŋ	i n c + i n c	249 250
821	Khoitam	cockroach	cockroach	(pʰyː) ʨʰu-luŋ	ʨʰu+luŋ	tɕʰ u + l u ŋ		249 250	249 250	tɕʰ u - + l u ŋ	i n + i n c	249 250
822	Rahung	cockroach	cockroach	(ba-)ʨʰu-ɹuŋ	ʨʰu+ɹuŋ	tɕʰ u + ɹ u ŋ		249 250	249 250	tɕʰ u - + ɹ u ŋ	i n + i n c	249 250
823	Rupa	cockroach	cockroach	(bə-)ʨʰu-luŋ	ʨʰu+luŋ	tɕʰ u + l u ŋ		249 250	249 250	tɕʰ u - + l u ŋ	i n + i n c	249 250
824	Shergaon	cockroach	cockroach	(bu-)ʨʰu-luŋ	ʨʰu+luŋ	tɕʰ u + l u ŋ		249 250	249 250	tɕʰ u - + l u ŋ	i n + i n c	249 250
825	Khispi	cold	cold	ɔ-ʦɛn	ɔ+ʦɛn	ɔ + ts ɛ n		251 252	251 252	ɔ + ts ɛ n	n + i n c	137 252
826	Duhumbi	cold	cold	ɔ-ʦɛn	ɔ+ʦɛn	ɔ + ts ɛ n		251 252	251 252	ɔ + ts ɛ n	n + i n c	137 252
827	Khoina	cold	cold	a-ʦɛn	a+ʦɛn	a + ts ɛ n		251 252	251 252	a + ts ɛ n	n + i n c	137 252
828	Jerigaon	cold	cold	a-ʨɛn	a+ʨɛn	a + tɕ ɛ n		251 252	251 252	a + tɕ ɛ n	n + i n c	137 252
829	Khoitam	cold	cold	a-ʨan	a+ʨan	a + tɕ a n		251 252	251 252	a + tɕ a n	n + i n c	137 252
830	Rahung	cold	cold	a-ʨɛn	a+ʨɛn	a + tɕ ɛ n		251 252	251 252	a + tɕ ɛ n	n + i n c	137 252
831	Rupa	cold	cold	a-ʨʰan	a+ʨʰan	a + tɕʰ a n		251 252	251 252	a + tɕʰ a n	n + i n c	137 252
833	Khispi	cold (vi)	cold (vi)	lam	lam	l a m		253	253	l a m	i n c	253
834	Duhumbi	cold (vi)	cold (vi)	lam	lam	l a m		253	253	l a m	i n c	253
835	Khoina	cold (vi)	cold (vi)	ran	ran	r a n		253	253	r a n	i n c	253
836	Jerigaon	cold (vi)	cold (vi)	ran	ran	r a n		253	253	r a n	i n c	253
837	Khoitam	cold (vi)	cold (vi)	ram	ram	r a m		253	253	r a m	i n c	253
838	Rahung	cold (vi)	cold (vi)	ram	ram	r a m		253	253	r a m	i n c	253
839	Rupa	cold (vi)	cold (vi)	rɛŋ	rɛŋ	r ɛ ŋ		253	253	r ɛ ŋ	i n c	253
841	Khispi	comb	comb	tas	tas	t a s		255	255	t a s	i n c	255
842	Duhumbi	comb	comb	tas	tas	t a s		255	255	t a s	i n c	255
843	Khoina	comb	comb	nɐ̃	nɐ̃	n ɐ̃		255	254	n ɐ̃ -	i n	255
844	Jerigaon	comb	comb	nɐ̃	nɐ̃	n ɐ̃		255	254	n ɐ̃ -	i n	255
845	Khoitam	comb	comb	nɔ̃	nɔ̃	n ɔ̃		255	254	n ɔ̃ -	i n	255
846	Rahung	comb	comb	nɔ̃	nɔ̃	n ɔ̃		255	254	n ɔ̃ -	i n	255
847	Rupa	comb	comb	nɔ̃	nɔ̃	n ɔ̃		255	254	n ɔ̃ -	i n	255
848	Shergaon	comb	comb	nɔ̃	nɔ̃	n ɔ̃		255	254	n ɔ̃ -	i n	255
849	Khispi	come	come	un	un	u n		256	256	u n	n c	256
850	Duhumbi	come	come	lɔn	lɔn	l ɔ n		36	256	l ɔ n	i n c	36
851	Khoina	come	come	u	u	u		256	257	u -	n	256
852	Jerigaon	come	come	u	u	u		256	257	u -	n	256
853	Khoitam	come	come	un	un	u n		256	256	u n	n c	256
854	Rahung	come	come	un	un	u n		256	256	u n	n c	256
857	Khispi	comparative degree	comparative degree	-ɕɔk	+ɕɔk	ɕ ɔ k		258	258	ɕ ɔ k	i n c	258
858	Duhumbi	comparative degree	comparative degree	-ɕɔk	+ɕɔk	ɕ ɔ k		258	258	ɕ ɔ k	i n c	258
860	Jerigaon	comparative degree	comparative degree	-sɔk	+sɔk	s ɔ k		258	258	s ɔ k	i n c	258
861	Khoitam	comparative degree	comparative degree	-sɔk	+sɔk	s ɔ k		258	258	s ɔ k	i n c	258
862	Rahung	comparative degree	comparative degree	-sɔk	+sɔk	s ɔ k		258	258	s ɔ k	i n c	258
865	Khispi	cook	cook1	dɔŋ	dɔŋ	d ɔ ŋ		259	259	d ɔ ŋ	i n c	259
866	Duhumbi	cook	cook1	dɔŋ	dɔŋ	d ɔ ŋ		259	259	d ɔ ŋ	i n c	259
870	Rahung	cook	cook1	ruŋ	ruŋ	r u ŋ		259	259	r u ŋ	i n c	259
871	Rupa	cook	cook1	ruŋ	ruŋ	r u ŋ		259	259	r u ŋ	i n c	259
875	Khoina	cook	cook2	tʰyŋ	tʰyŋ	tʰ y ŋ		259	259	tʰ y ŋ	i n c	259
876	Jerigaon	cook	cook2	tʰyŋ	tʰyŋ	tʰ y ŋ		259	259	tʰ y ŋ	i n c	259
879	Rupa	cook	cook2	tʰuŋ	tʰuŋ	tʰ u ŋ		259	259	tʰ u ŋ	i n c	259
880	Shergaon	cook	cook2	tʰuŋ	tʰuŋ	tʰ u ŋ		259	259	tʰ u ŋ	i n c	259
881	Khispi	copula, existential	copula, existential	be	be	b e		260	260	b e	i n	260
882	Duhumbi	copula, existential	copula, existential	beˀ	beˀ	b eˀ		260	260	b eˀ	i n	260
883	Khoina	copula, existential	copula, existential	bɛˀ	bɛˀ	b ɛˀ		260	260	b ɛˀ	i n	260
884	Jerigaon	copula, existential	copula, existential	bɛˀ	bɛˀ	b ɛˀ		260	260	b ɛˀ	i n	260
885	Khoitam	copula, existential	copula, existential	bɛˀ	bɛˀ	b ɛˀ		260	260	b ɛˀ	i n	260
886	Rahung	copula, existential	copula, existential	bɛˀ	bɛˀ	b ɛˀ		260	260	b ɛˀ	i n	260
887	Rupa	copula, existential	copula, existential	ba	ba	b a		260	260	b a	i n	260
888	Shergaon	copula, existential	copula, existential	ba	ba	b a		260	260	b a	i n	260
889	Khispi	copula, negative	copula, negative	ba-ju	ba+ju	b a + j u		261 262	261 262	b a + j u	i n + i n	261 262
890	Duhumbi	copula, negative	copula, negative	bɔ-ju	bɔ+ju	b ɔ + j u		261 262	261 262	b ɔ + j u	i n + i n	261 262
891	Khoina	copula, negative	copula, negative	by-yː	by+yː	b y + yː		261 262	261 262	b y + - yː	i n + n	261 262
892	Jerigaon	copula, negative	copula, negative	by-yː	by+yː	b y + yː		261 262	261 262	b y + - yː	i n + n	261 262
893	Khoitam	copula, negative	copula, negative	by-yː	by+yː	b y + yː		261 262	261 262	b y + - yː	i n + n	261 262
895	Rupa	copula, negative	copula, negative	by-yː ~ bi-iː	by+yː	b y + yː		261 262	261 262	b y + - yː	i n + n	261 262
896	Shergaon	copula, negative	copula, negative	bi-iː	bi+iː	b i + iː		261 262	261 262	b i + - iː	i n + n	261 262
897	Khispi	corpse	corpse	lu ~ lɔː	lu	l u		263	264	l u -	i n	263
898	Duhumbi	corpse	corpse	rɔː	rɔː	r ɔː		263	263	r ɔː -	i n	263
899	Khoina	corpse	corpse	(i-i-)rɔː	rɔː	r ɔː		263	263	r ɔː -	i n	263
900	Jerigaon	corpse	corpse	rɔː	rɔː	r ɔː		263	263	r ɔː -	i n	263
901	Khoitam	corpse	corpse	rɔː	rɔː	r ɔː		263	263	r ɔː -	i n	263
902	Rahung	corpse	corpse	roː	roː	r oː		263	263	r oː -	i n	263
903	Rupa	corpse	corpse	raw	raw	r a w		263	263	r a w	i n c	263
904	Shergaon	corpse	corpse	raw	raw	r a w		263	263	r a w	i n c	263
906	Duhumbi	cotton	cotton	kam-bɛj bu	kam+bɛj_bu	k a m + b ɛ j _ b u		266 265 265	266 265 265	k a m + b - ɛ j + b - ɛ j	i n c + i n c + i n	266 265 265
907	Khoina	cotton	cotton	xɐm-pʰɐ	xɐm+pʰɐ	x ɐ m + pʰ ɐ		266 265	266 265	x ɐ m + pʰ - ɐ -	i n c + i n	266 265
908	Jerigaon	cotton	cotton	hɐm-pʰɐ	hɐm+pʰɐ	h ɐ m + pʰ ɐ		266 265	266 265	h ɐ m + pʰ - ɐ -	i n c + i n	266 265
909	Khoitam	cotton	cotton	ham-pʰlɔ	ham+pʰlɔ	h a m + pʰ l ɔ		266 265	266 265	h a m + pʰ l ɔ -	i n c + i m n	266 265
910	Rahung	cotton	cotton	haŋ-pʰ-gɔ ~ haŋ-kʰu-bɔ̃	haŋ+pʰ+gɔ	h a ŋ + pʰ + g ɔ		266 265 267	266 265 267	h a ŋ + pʰ - - - + g ɔ	i n c + i + i n	266 265 267
911	Rupa	cotton	cotton	hɐŋ-pʰwɔ ~ kam-bɛj	hɐŋ+pʰwɔ	h ɐ ŋ + pʰ w ɔ		266 265	266 265	h ɐ ŋ + pʰ w ɔ -	i n c + i m n	266 265
912	Shergaon	cotton	cotton	kam-ba	kam+ba	k a m + b a		266 265	266 265	k a m + b - a -	i n c + i n	266 265
913	Khispi	cough (vi)	cough (vi)	ʦʰu	ʦʰu	tsʰ u		268	268	tsʰ u	i n	268
914	Duhumbi	cough (vi)	cough (vi)	ʦʰu	ʦʰu	tsʰ u		268	268	tsʰ u	i n	268
915	Khoina	cough (vi)	cough (vi)	ʦʰyː	ʦʰyː	tsʰ yː		268	268	tsʰ yː	i n	268
917	Khoitam	cough (vi)	cough (vi)	ʨʰyː	ʨʰyː	tɕʰ yː		268	268	tɕʰ yː	i n	268
918	Rahung	cough (vi)	cough (vi)	ʨʰyː	ʨʰyː	tɕʰ yː		268	268	tɕʰ yː	i n	268
919	Rupa	cough (vi)	cough (vi)	ʨʰyː	ʨʰyː	tɕʰ yː		268	268	tɕʰ yː	i n	268
921	Khispi	count	count	gaŋ	gaŋ	g a ŋ		269	269	g - a ŋ	i n c	269
922	Duhumbi	count	count	gɹaŋ	gɹaŋ	g ɹ a ŋ		269	269	g ɹ a ŋ	i m n c	269
923	Khoina	count	count	dʐajk	dʐajk	ɖʐ aj/ai k		269	269	ɖʐ - aj/ai k	i n c	269
924	Jerigaon	count	count	ʥɛk	ʥɛk	dʑ ɛ k		269	269	dʑ - ɛ k	i n c	269
925	Khoitam	count	count	ʥɛk	ʥɛk	dʑ ɛ k		269	269	dʑ - ɛ k	i n c	269
926	Rahung	count	count	ʥɛk	ʥɛk	dʑ ɛ k		269	269	dʑ - ɛ k	i n c	269
927	Rupa	count	count	gɛk	gɛk	g ɛ k		269	269	g - ɛ k	i n c	269
928	Shergaon	count	count	gɛk	gɛk	g ɛ k		269	269	g - ɛ k	i n c	269
930	Duhumbi	cover (v)	cover (v)	tʰjɛŋ	tʰjɛŋ	tʰ j ɛ ŋ		270	270	tʰ j ɛ ŋ	i m n c	270
935	Rupa	cover (v)	cover (v)	tʰɛŋ	tʰɛŋ	tʰ ɛ ŋ		270	270	tʰ - ɛ ŋ	i n c	270
937	Khispi	creeper, vine	creeper, vine	(mɛn-)tʰak	tʰak	tʰ a k		271	271	tʰ a k	i n c	271
938	Duhumbi	creeper, vine	creeper, vine	(mɛn-)tʰak	tʰak	tʰ a k		271	271	tʰ a k	i n c	271
939	Khoina	creeper, vine	creeper, vine	tʰɐk-kʰyː	tʰɐk+kʰyː	tʰ ɐ k + kʰ yː		271 272	271 272	tʰ ɐ k + kʰ yː	i n c + i n	271 272
940	Jerigaon	creeper, vine	creeper, vine	tʰɐk-kʰyː	tʰɐk+kʰyː	tʰ ɐ k + kʰ yː		271 272	271 272	tʰ ɐ k + kʰ yː	i n c + i n	271 272
941	Khoitam	creeper, vine	creeper, vine	tʰak-kʰyː	tʰak+kʰyː	tʰ a k + kʰ yː		271 272	271 272	tʰ a k + kʰ yː	i n c + i n	271 272
942	Rahung	creeper, vine	creeper, vine	tʰak-kʰyː	tʰak+kʰyː	tʰ a k + kʰ yː		271 272	271 272	tʰ a k + kʰ yː	i n c + i n	271 272
944	Shergaon	creeper, vine	creeper, vine	tʰak-kʰiː	tʰak+kʰiː	tʰ a k + kʰ iː		271 272	271 272	tʰ a k + kʰ iː	i n c + i n	271 272
945	Khispi	crow	crow	haŋ-ŋa	haŋ+ŋa	h a ŋ + ŋ a		273 274	273 274	h a ŋ + ŋ a	i n c + i n	273 274
947	Khoina	crow	crow	fɔ-ɔ̃ː	fɔ+ɔ̃ː	f ɔ + ɔ̃ː		273 274	275 274	f ɔ - + - ɔ̃ː	i n + n	273 274
948	Jerigaon	crow	crow	hɔ-ɔ̃ː	hɔ+ɔ̃ː	h ɔ + ɔ̃ː		273 274	273 274	h ɔ - + - ɔ̃ː	i n + n	273 274
949	Khoitam	crow	crow	hu-ɔ̃ː	hu+ɔ̃ː	h u + ɔ̃ː		273 274	273 274	h u - + - ɔ̃ː	i n + n	273 274
950	Rahung	crow	crow	hɔ-ɔ̃ː	hɔ+ɔ̃ː	h ɔ + ɔ̃ː		273 274	273 274	h ɔ - + - ɔ̃ː	i n + n	273 274
951	Rupa	crow	crow	bə-hɔk	bə+hɔk	b ə + h ɔ k		275 273	275 273	b ə + h ɔ k	i n + i n c	275 273
953	Khispi	cry	cry	kʰip	kʰip	kʰ i p		276	276	kʰ i p	i n c	209
954	Duhumbi	cry	cry	kʰip	kʰip	kʰ i p		276	276	kʰ i p	i n c	209
955	Khoina	cry	cry	tʂʰeˀ	tʂʰeˀ	ʈʂʰ eˀ		276	276	ʈʂʰ eˀ -	i n	209
956	Jerigaon	cry	cry	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ		276	276	tɕʰ eˀ -	i n	209
957	Khoitam	cry	cry	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ		276	276	tɕʰ eˀ -	i n	209
958	Rahung	cry	cry	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ		276	276	tɕʰ eˀ -	i n	209
959	Rupa	cry	cry	kʰeˀ	kʰeˀ	kʰ eˀ		276	276	kʰ eˀ -	i n	209
960	Shergaon	cry	cry	kʰeː	kʰeː	kʰ eː		276	276	kʰ eː -	i n	209
961	Khispi	cucumber	cucumber	mɛm-bɔŋ	mɛm+bɔŋ	m ɛ m + b ɔ ŋ		277 278	277 278	m ɛ m + b ɔ ŋ	i n c + i n c	277 278
962	Duhumbi	cucumber	cucumber	mɛm-pʰɔŋ	mɛm+pʰɔŋ	m ɛ m + pʰ ɔ ŋ		277 278	277 278	m ɛ m + pʰ ɔ ŋ	i n c + i n c	277 278
963	Khoina	cucumber	cucumber	ma-buŋ	ma+buŋ	m a + b u ŋ		277 278	277 278	m a - + b u ŋ	i n + i n c	277 278
964	Jerigaon	cucumber	cucumber	ma-buŋ	ma+buŋ	m a + b u ŋ		277 278	277 278	m a - + b u ŋ	i n + i n c	277 278
965	Khoitam	cucumber	cucumber	ma-buŋ	ma+buŋ	m a + b u ŋ		277 278	277 278	m a - + b u ŋ	i n + i n c	277 278
966	Rahung	cucumber	cucumber	ma-buŋ	ma+buŋ	m a + b u ŋ		277 278	277 278	m a - + b u ŋ	i n + i n c	277 278
967	Rupa	cucumber	cucumber	mə-/bə-buŋ	mə+	m ə		277	277	m ə -	i n	277
968	Shergaon	cucumber	cucumber	mə-buŋ	mə+buŋ	m ə + b u ŋ		277 278	277 278	m ə - + b u ŋ	i n + i n c	277 278
970	Duhumbi	curcuma sp.	curcuma sp.	bɔs	bɔs	b ɔ s		279	279	b ɔ s	i n c	279
971	Khoina	curcuma sp.	curcuma sp.	bøˀ	bøˀ	b øˀ		279	279	b øˀ -	i n	279
973	Khoitam	curcuma sp.	curcuma sp.	beˀ	beˀ	b eˀ		279	279	b eˀ -	i n	279
974	Rahung	curcuma sp.	curcuma sp.	bøˀ	bøˀ	b øˀ		279	279	b øˀ -	i n	279
977	Khispi	cure (vi)	cure (vi)	ʥamp	ʥamp	dʑ a mp		280	280	dʑ a mp	i n c	280
978	Duhumbi	cure (vi)	cure (vi)	ʥamp	ʥamp	dʑ a mp		280	280	dʑ a mp	i n c	280
979	Khoina	cure (vi)	cure (vi)	ʥa	ʥa	dʑ a		280	280	dʑ a -	i n	280
981	Khoitam	cure (vi)	cure (vi)	ʥap	ʥap	dʑ a p		280	280	dʑ a p	i n c	280
982	Rahung	cure (vi)	cure (vi)	ʥap	ʥap	dʑ a p		280	280	dʑ a p	i n c	280
986	Duhumbi	cut	cut	ʨʰat	ʨʰat	tɕʰ a t		281	281	tɕʰ a t	i n c	281
987	Khoina	cut	cut	ʦat	ʦat	ts a t		281	281	ts a t	i n c	281
988	Jerigaon	cut	cut	ʨɛk	ʨɛk	tɕ ɛ k		281	281	tɕ ɛ k	i n c	281
989	Khoitam	cut	cut	ʨɛk	ʨɛk	tɕ ɛ k		281	281	tɕ ɛ k	i n c	281
990	Rahung	cut	cut	ʨɛk	ʨɛk	tɕ ɛ k		281	281	tɕ ɛ k	i n c	281
991	Rupa	cut	cut	ʦɛk ~ ʨɛk	ʦɛk	ts ɛ k		281	281	ts ɛ k	i n c	281
992	Shergaon	cut	cut	ʨɛk	ʨɛk	tɕ ɛ k		281	281	tɕ ɛ k	i n c	281
995	Khoina	dance	dance	ʂuː	ʂuː	ʂ uː		282	282	ʂ uː	i n	282
996	Jerigaon	dance	dance	suː	suː	s uː		282	282	s uː	i n	282
997	Khoitam	dance	dance	suː	suː	s uː		282	282	s uː	i n	282
998	Rahung	dance	dance	suː	suː	s uː		282	282	s uː	i n	282
999	Rupa	dance	dance	suː	suː	s uː		282	282	s uː	i n	282
1000	Shergaon	dance	dance	suː	suː	s uː		282	282	s uː	i n	282
1001	Khispi	daughter	daughter	da-mu	da+mu	d a + m u		283 284	283 284	d a + m u	i n + i n	135 284
1002	Duhumbi	daughter	daughter	da-mu	da+mu	d a + m u		283 284	283 284	d a + m u	i n + i n	135 284
1003	Khoina	daughter	daughter	(a-) də-myː	də+myː	d ə + m yː		283 284	283 284	d ə + m yː	i n + i n	135 284
1004	Jerigaon	daughter	daughter	də-myː	də+myː	d ə + m yː		283 284	283 284	d ə + m yː	i n + i n	135 284
1005	Khoitam	daughter	daughter	də-myː	də+myː	d ə + m yː		283 284	283 284	d ə + m yː	i n + i n	135 284
1006	Rahung	daughter	daughter	də-myː	də+myː	d ə + m yː		283 284	283 284	d ə + m yː	i n + i n	135 284
1007	Rupa	daughter	daughter	də-myː	də+myː	d ə + m yː		283 284	283 284	d ə + m yː	i n + i n	135 284
1008	Shergaon	daughter	daughter	di-miː	di+miː	d i + m iː		283 284	283 284	d i + m iː	i n + i n	135 284
1009	Khispi	daughter-in-law	daughter-in-law	u-ʨʰam	u+ʨʰam	u + tɕʰ a m		286 285	286 285	u + tɕʰ a m	n + i n c	56 285
1010	Duhumbi	daughter-in-law	daughter-in-law	u-ʨʰam	u+ʨʰam	u + tɕʰ a m		286 285	286 285	u + tɕʰ a m	n + i n c	56 285
1011	Khoina	daughter-in-law	daughter-in-law	a-ʨʰan	a+ʨʰan	a + tɕʰ a n		286 285	286 285	a + tɕʰ a n	n + i n c	56 285
1013	Khoitam	daughter-in-law	daughter-in-law	a-ʨʰam	a+ʨʰam	a + tɕʰ a m		286 285	286 285	a + tɕʰ a m	n + i n c	56 285
1014	Rahung	daughter-in-law	daughter-in-law	a-ʨʰam	a+ʨʰam	a + tɕʰ a m		286 285	286 285	a + tɕʰ a m	n + i n c	56 285
1015	Rupa	daughter-in-law	daughter-in-law	a-ʨʰam	a+ʨʰam	a + tɕʰ a m		286 285	286 285	a + tɕʰ a m	n + i n c	56 285
1018	Duhumbi	day after tomorrow	day after tomorrow	lɔw-la	lɔw+la	l ɔ w + l a		287 288	287 288	l ɔ w + l a	i n c + i n	287 288
1019	Khoina	day after tomorrow	day after tomorrow	lə-luː	lə+luː	l ə + l uː		287 288	287 288	l ə - + l uː	i n + i n	287 288
1020	Jerigaon	day after tomorrow	day after tomorrow	lɛn-lu	lɛn+lu	l ɛ n + l u		287 288	287 288	l ɛ n + l u	i n c + i n	287 288
1021	Khoitam	day after tomorrow	day after tomorrow	luŋ-luː	luŋ+luː	l u ŋ + l uː		287 288	287 288	l u ŋ + l uː	i n c + i n	287 288
1022	Rahung	day after tomorrow	day after tomorrow	luŋ-luː	luŋ+luː	l u ŋ + l uː		287 288	287 288	l u ŋ + l uː	i n c + i n	287 288
1023	Rupa	day after tomorrow	day after tomorrow	li-luː	li+luː	l i + l uː		287 288	287 288	l i - + l uː	i n + i n	287 288
1024	Shergaon	day after tomorrow	day after tomorrow	ly-luː	ly+luː	l y + l uː		287 288	287 288	l y - + l uː	i n + i n	287 288
1025	Khispi	day after two days	day after two days	lɔw-ki	lɔw+ki	l ɔ w + k i		290 289	290 289	l ɔ w + k i -	i n c + i n	290 289
1026	Duhumbi	day after two days	day after two days	lɔw-kiˀ	lɔw+kiˀ	l ɔ w + k iˀ		290 289	290 289	l ɔ w + k iˀ -	i n c + i n	290 289
1027	Khoina	day after two days	day after two days	lə-ʨik	lə+ʨik	l ə + tɕ i k		290 289	290 289	l ə - + tɕ i k	i n + i n c	290 289
1028	Jerigaon	day after two days	day after two days	lɛn-ʨik	lɛn+ʨik	l ɛ n + tɕ i k		290 289	290 289	l ɛ n + tɕ i k	i n c + i n c	290 289
1029	Khoitam	day after two days	day after two days	liŋ-ʨik	liŋ+ʨik	l i ŋ + tɕ i k		290 289	290 289	l i ŋ + tɕ i k	i n c + i n c	290 289
1030	Rahung	day after two days	day after two days	nin-ʨik	nin+ʨik	n i n + tɕ i k		290 289	290 289	n i n + tɕ i k	i n c + i n c	290 289
1031	Rupa	day after two days	day after two days	liŋ-kit	liŋ+kit	l i ŋ + k i t		290 289	290 289	l i ŋ + k i t	i n c + i n c	290 289
1032	Shergaon	day after two days	day after two days	liŋ-kʰit	liŋ+kʰit	l i ŋ + kʰ i t		290 289	290 289	l i ŋ + kʰ i t	i n c + i n c	290 289
1034	Duhumbi	day before two days	day before two days	dɛj-kiˀ-ni	dɛj+kiˀ+ni	d ɛ j + k iˀ + n i		292 291 296	292 291 296	d ɛ j + k iˀ - + n i	i n c + i n + i n	292 291 296
1035	Khoina	day before two days	day before two days	di-ʨik-ri	di+ʨik+ri	d i + tɕ i k + r i		292 291 296	292 291 293	d i - + tɕ i k + r i	i n + i n c + i n	292 291 296
1036	Jerigaon	day before two days	day before two days	si-ʨik-hi	si+ʨik+hi	s i + tɕ i k + h i		292 291 296	294 291 293	s i - + tɕ i k + h i	i n + i n c + i n	292 291 296
1039	Rupa	day before two days	day before two days	di-kʰit-ni	di+kʰit+ni	d i + kʰ i t + n i		292 291 296	292 291 295	d i - + kʰ i t + n i	i n + i n c + i n	292 291 296
1040	Shergaon	day before two days	day before two days	tʰi-kʰik-ni	tʰi+kʰik+ni	tʰ i + kʰ i k + n i		292 291 296	292 291 293	tʰ i - + kʰ i k + n i	i n + i n c + i n	292 291 296
1041	Khispi	day before yesterday	day before yesterday	dɔ-kʰɔ-ni	dɔ+kʰɔ+ni	d ɔ + kʰ ɔ + n i		298 297 300	298 297 300	d ɔ + kʰ ɔ - + n i	i n + i n + i n	298 297 300
1042	Duhumbi	day before yesterday	day before yesterday	dɔ-kʰɔ-ni	dɔ+kʰɔ+ni	d ɔ + kʰ ɔ + n i		298 297 300	298 297 300	d ɔ + kʰ ɔ - + n i	i n + i n + i n	298 297 300
1043	Khoina	day before yesterday	day before yesterday	tʰ-kʰɔk-niː	tʰ+kʰɔk+niː	tʰ + kʰ ɔ k + n iː		298 297 300	298 297 299	tʰ - + kʰ ɔ k + n iː	i + i n c + i n	298 297 300
1044	Jerigaon	day before yesterday	day before yesterday	to-kʰok-hi	to+kʰok+hi	t o + kʰ o k + h i		298 297 300	298 297 299	t o + kʰ o k + h i	i n + i n c + i n	298 297 300
1045	Khoitam	day before yesterday	day before yesterday	kʰɔk-niː	kʰɔk+niː	kʰ ɔ k + n iː		297 300	297 301	kʰ ɔ k + n iː	i n c + i n	297 300
1046	Rahung	day before yesterday	day before yesterday	kʰɔk-nə-hɔ	kʰɔk+nə+hɔ	kʰ ɔ k + n ə + h ɔ		297 300 42	297 301 300	kʰ ɔ k + n ə + h ɔ	i n c + i n + i n	297 300 42
1047	Rupa	day before yesterday	day before yesterday	do-kʰok-ni	do+kʰok+ni	d o + kʰ o k + n i		298 297 300	298 297 299	d o + kʰ o k + n i	i n + i n c + i n	298 297 300
1048	Shergaon	day before yesterday	day before yesterday	tʰo-kʰok-ni	tʰo+kʰok+ni	tʰ o + kʰ o k + n i		298 297 300	298 297 299	tʰ o + kʰ o k + n i	i n + i n c + i n	298 297 300
1049	Khispi	deaf	deaf	bɛŋ-zar	bɛŋ+zar	b ɛ ŋ + z a r		302 304	302 304	b - ɛ ŋ + z a r	i n c + i n c	302 304
1050	Duhumbi	deaf	deaf	bjɛŋ-ka	bjɛŋ+ka	b j ɛ ŋ + k a		302 305	302 305	b j ɛ ŋ + k a	i m n c + i n	302 305
1053	Khoitam	deaf	deaf	(kʰɔm-)pʰaŋ	pʰaŋ	pʰ a ŋ		302	302	pʰ - a ŋ	i n c	302
1055	Rupa	deaf	deaf	bɛŋ-ŋɔ	bɛŋ+ŋɔ	b ɛ ŋ + ŋ ɔ		302 303	302 303	b - ɛ ŋ + ŋ ɔ	i n c + i n	302 303
1059	Khoina	deep	deep	a-dʐyː	a+dʐyː	a + ɖʐ yː		307 306	307 306	a + ɖʐ yː	n + i n	56 306
1060	Jerigaon	deep	deep	a-ʥə-ryː	a+ʥə+ryː	a + dʑ ə + r yː		307 306 308	307 306 308	a + dʑ ə + r yː	n + i n + i n	56 306 381
1061	Khoitam	deep	deep	a-ʥə-ryː	a+ʥə+ryː	a + dʑ ə + r yː		307 306 308	307 306 308	a + dʑ ə + r yː	n + i n + i n	56 306 381
1062	Rahung	deep	deep	ʥə-ryː	ʥə+ryː	dʑ ə + r yː		306 308	306 309	dʑ ə + r yː	i n + i n	306 381
1063	Rupa	deep	deep	a-gyː	a+gyː	a + g yː		307 306	307 306	a + g yː	n + i n	56 306
1064	Shergaon	deep	deep	a-giː	a+giː	a + g iː		307 306	307 306	a + g iː	n + i n	56 306
1065	Khispi	deer, barking	deer, barking	(ʥaŋ-)ɕi-ki	ɕi+ki	ɕ i + k i		310 311	310 311	ɕ - i + k i	i n + i n	310 311
1066	Duhumbi	deer, barking	deer, barking	(ʥaŋ-)ɕi-ki	ɕi+ki	ɕ i + k i		310 311	310 311	ɕ - i + k i	i n + i n	310 311
1067	Khoina	deer, barking	deer, barking	ʂ-tʂʰiː	ʂ+tʂʰiː	ʂ + ʈʂʰ iː		310 311	310 311	ʂ - - + ʈʂʰ iː	i + i n	310 311
1068	Jerigaon	deer, barking	deer, barking	siː	siː	s iː		310	310	s - iː	i n	310
1069	Khoitam	deer, barking	deer, barking	sə-kiː ~ s-kiː	sə+kiː	s ə + k iː		310 311	310 311	s - ə + k iː	i n + i n	310 311
1070	Rahung	deer, barking	deer, barking	s-kiː ~ sə-kiː ~ sə-kʰiː	s+kiː	s + k iː		310 311	310 311	s - - + k iː	i + i n	310 311
1071	Rupa	deer, barking	deer, barking	skiː  ~ sə-kiː	skiː	s k iː		310	310	s k iː	i m n	310
1072	Shergaon	deer, barking	deer, barking	sə-kiː	sə+kiː	s ə + k iː		310 311	310 311	s - ə + k iː	i n + i n	310 311
1073	Khispi	deer, sambar	deer, sambar	ɕa-ʥuŋ	ɕa+ʥuŋ	ɕ a + dʑ u ŋ		312 313	312 313	ɕ a + dʑ u ŋ	i n + i n c	312 313
