ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT
1383	Rupa	fall	fall2	hĩː	hĩː	h ĩː		49	389	h ĩː -
1384	Shergaon	fall	fall2	hĩː	hĩː	h ĩː		49	389	h ĩː -
1387	Khoina	far	far	a-tʂʰɐ̃ː	a+tʂʰɐ̃ː	a + ʈʂʰ ɐ̃ː		391 390	391 390	a ◦ ʈʂʰ ɐ̃ː
1388	Jerigaon	far	far	a-ʨʰɐ̃ː	a+ʨʰɐ̃ː	a + tɕʰ ɐ̃ː		391 390	391 390	a ◦ tɕʰ ɐ̃ː
1389	Khoitam	far	far	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		391 390	391 390	a ◦ tɕʰ ɔ̃ː
1390	Rahung	far	far	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		391 390	391 390	a ◦ tɕʰ ɔ̃ː
1391	Rupa	far	far	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		391 390	391 390	a ◦ tɕʰ ɔ̃ː
1392	Shergaon	far	far	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		391 390	391 390	a ◦ tɕʰ ɔ̃ː
1394	Duhumbi	fast	fast	ʥɔk-pu	ʥɔk+pu	dʑ ɔ k + p u		392 394	392 394	- dʑ ɔ k ◦ p u
1395	Khoina	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a ◦ - dʑ ɔ k
1396	Jerigaon	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a ◦ - dʑ ɔ k
1397	Khoitam	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a ◦ - dʑ ɔ k
1398	Rahung	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a ◦ - dʑ ɔ k
1399	Rupa	fast	fast	a-dzuk ~ a-dzɔk	a+dzuk	a + d z u k		393 392	393 392	a ◦ d z u k
1400	Shergaon	fast	fast	a-ʥɔk	a+ʥɔk	a + dʑ ɔ k		393 392	393 392	a ◦ - dʑ ɔ k
1401	Khispi	fat (n)	fat (n)	ɔ-ju ~ u-ju	ɔ+ju	ɔ + j u		395 396	395 396	ɔ ◦ j u -
1402	Duhumbi	fat (n)	fat (n)	ɔ-jɔw	ɔ+jɔw	ɔ + j ɔ w		395 396	395 396	ɔ ◦ j ɔ w
1403	Khoina	fat (n)	fat (n)	a-jɔː	a+jɔː	a + j ɔː		395 396	395 396	a ◦ j ɔː -
1404	Jerigaon	fat (n)	fat (n)	a-jɔː	a+jɔː	a + j ɔː		395 396	395 396	a ◦ j ɔː -
1405	Khoitam	fat (n)	fat (n)	a-joː	a+joː	a + j oː		395 396	395 396	a ◦ j oː -
1406	Rahung	fat (n)	fat (n)	a-joː	a+joː	a + j oː		395 396	395 396	a ◦ j oː -
1407	Rupa	fat (n)	fat (n)	a-joː	a+joː	a + j oː		395 396	395 396	a ◦ j oː -
1408	Shergaon	fat (n)	fat (n)	a-joː	a+joː	a + j oː		395 396	395 396	a ◦ j oː -
1409	Khispi	father	father	a-ba	a+ba	a + b a		398 397	398 397	a ◦ b a
1410	Duhumbi	father	father	a-pa	a+pa	a + p a		398 397	398 397	a ◦ p a
1411	Khoina	father	father	a-bɔː	a+bɔː	a + b ɔː		398 397	398 397	a ◦ b ɔː
1412	Jerigaon	father	father	a-bɔː	a+bɔː	a + b ɔː		398 397	398 397	a ◦ b ɔː
1413	Khoitam	father	father	a-bɔː	a+bɔː	a + b ɔː		398 397	398 397	a ◦ b ɔː
1414	Rahung	father	father	a-boː	a+boː	a + b oː		398 397	398 397	a ◦ b oː
1415	Rupa	father	father	a-boː ~ a-poː ~ bɔ-ja	a+boː	a + b oː		398 397	398 397	a ◦ b oː
1419	Khoina	fear (vi)	fear (vi)	fuŋ	fuŋ	f u ŋ		399	399	f u ŋ
1420	Jerigaon	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ
1421	Khoitam	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ
1422	Rahung	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ
1423	Rupa	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ
1424	Shergaon	fear (vi)	fear (vi)	huŋ	huŋ	h u ŋ		399	399	h u ŋ
1425	Khispi	female	female	u-ma ~ a-ma	u+ma	u + m a		401 400	401 400	u ◦ m a
1426	Duhumbi	female	female	u-ma	u+ma	u + m a		401 400	401 400	u ◦ m a
1427	Khoina	female	female	am ~ a-muː	am	a m		402	402	a m
1428	Jerigaon	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a ◦ m uː
1429	Khoitam	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a ◦ m uː
1430	Rahung	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a ◦ m uː
1431	Rupa	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a ◦ m uː
1432	Shergaon	female	female	a-muː	a+muː	a + m uː		401 400	401 400	a ◦ m uː
1433	Khispi	fence	fence	gɔŋ	gɔŋ	g ɔ ŋ		403	403	g ɔ ŋ
1434	Duhumbi	fence	fence	gɔŋ	gɔŋ	g ɔ ŋ		403	403	g ɔ ŋ
1437	Khoitam	fence	fence	guŋ	guŋ	g u ŋ		403	403	g u ŋ
1438	Rahung	fence	fence	guŋ	guŋ	g u ŋ		403	403	g u ŋ
1441	Khispi	fern, fiddlehead	fern, fiddlehead	daŋ-sum	daŋ+sum	d a ŋ + s u m		405 404	405 404	d a ŋ ◦ s u m
1442	Duhumbi	fern, fiddlehead	fern, fiddlehead	daŋ-sum	daŋ+sum	d a ŋ + s u m		405 404	405 404	d a ŋ ◦ s u m
1443	Khoina	fern, fiddlehead	fern, fiddlehead	daŋ-søn	daŋ+søn	d a ŋ + s ø n		405 404	405 404	d a ŋ ◦ s ø n
1444	Jerigaon	fern, fiddlehead	fern, fiddlehead	daŋ-søn	daŋ+søn	d a ŋ + s ø n		405 404	405 404	d a ŋ ◦ s ø n
1445	Khoitam	fern, fiddlehead	fern, fiddlehead	daŋ-sɔm	daŋ+sɔm	d a ŋ + s ɔ m		405 404	405 404	d a ŋ ◦ s ɔ m
1446	Rahung	fern, fiddlehead	fern, fiddlehead	daŋ-søm	daŋ+søm	d a ŋ + s ø m		405 404	405 404	d a ŋ ◦ s ø m
1447	Rupa	fern, fiddlehead	fern, fiddlehead	daŋ-sɔm ~ daŋ-sum	daŋ+sɔm	d a ŋ + s ɔ m		405 404	405 404	d a ŋ ◦ s ɔ m
1448	Shergaon	fern, fiddlehead	fern, fiddlehead	daŋ-sum	daŋ+sum	d a ŋ + s u m		405 404	405 404	d a ŋ ◦ s u m
1449	Khispi	fetch	fetch	la	la	l a		406	406	l a
1450	Duhumbi	fetch	fetch	la	la	l a		406	406	l a
1453	Khoitam	fetch	fetch	luː	luː	l uː		406	406	l uː
1454	Rahung	fetch	fetch	loː	loː	l oː		406	406	l oː
1455	Rupa	fetch	fetch	luː ~ ruː	luː	l uː		406	406	l uː
1456	Shergaon	fetch	fetch	luː	luː	l uː		406	406	l uː
1459	Khoina	few, little	few, little	a-ʨʰaː	a+ʨʰaː	a + tɕʰ aː		407 408	407 408	a ◦ tɕʰ aː
1460	Jerigaon	few, little	few, little	a-ʨʰɛː	a+ʨʰɛː	a + tɕʰ ɛː		407 408	407 408	a ◦ tɕʰ ɛː
1461	Khoitam	few, little	few, little	a-ʨʰɛː	a+ʨʰɛː	a + tɕʰ ɛː		407 408	407 408	a ◦ tɕʰ ɛː
1462	Rahung	few, little	few, little	a-ʨʰɛː	a+ʨʰɛː	a + tɕʰ ɛː		407 408	407 408	a ◦ tɕʰ ɛː
1465	Khispi	field	field	lɛk	lɛk	l ɛ k		409	409	l - - ɛ k
1466	Duhumbi	field	field	ljɛk	ljɛk	l j ɛ k		409	409	l - j ɛ k
1467	Khoina	field	field	rajk	rajk	r a j k		409	409	r a j - k
1468	Jerigaon	field	field	rɛˀ	rɛˀ	r ɛˀ		409	409	r - - ɛˀ -
1469	Khoitam	field	field	rɛk(-zĩː)	rɛk	r ɛ k		409	409	r - - ɛ k
1470	Rahung	field	field	rɛk	rɛk	r ɛ k		409	409	r - - ɛ k
1471	Rupa	field	field	rɛk ~ rɛk(-saŋ)	rɛk	r ɛ k		409	409	r - - ɛ k
1472	Shergaon	field	field	rɛk(-saŋ)	rɛk	r ɛ k		409	409	r - - ɛ k
1473	Khispi	finger	finger	hut ɕa-da	hut_ɕa+da	h u t _ ɕ a + d a		410 412 411	414 412 411	h u t ◦ ɕ a - ◦ d a -
1474	Duhumbi	finger	finger	hut bɹa-ma	hut_bɹa+ma	h u t _ b ɹ a + m a		410 413 57	414 413 411	h u t ◦ b ɹ a - ◦ m a -
1475	Khoina	finger	finger	ik a-du	ik_a+du	i k _ a + d u		410 412 411	410 412 411	i k ◦ - a - ◦ d u -
1476	Jerigaon	finger	finger	ik a-du	ik_a+du	i k _ a + d u		410 412 411	410 412 411	i k ◦ - a - ◦ d u -
1477	Khoitam	finger	finger	ik bɹɔm	ik_bɹɔm	i k _ b ɹ ɔ m		410 413	410 413	i k ◦ b ɹ ɔ m
1478	Rahung	finger	finger	ik pɹø-muŋ ~ ik-bɹɔm	ik_pɹø+muŋ	i k _ p ɹ ø + m u ŋ		410 413 57	410 413 411	i k ◦ p ɹ ø - ◦ m u ŋ
1479	Rupa	finger	finger	ik ʦʰik ~ ik-ʨʰik ~ ik-ʨʰĩː	ik_ʦʰik	i k _ tsʰ i k		410 63	410 412	i k ◦ tsʰ i k
1481	Khispi	fire	fire	bej	bej	b e j		415	415	b e j
1482	Duhumbi	fire	fire	bɛj	bɛj	b ɛ j		415	415	b ɛ j
1483	Khoina	fire	fire	baː	baː	b aː		415	415	b aː -
1484	Jerigaon	fire	fire	bɛˀ	bɛˀ	b ɛˀ		415	415	b ɛˀ -
1485	Khoitam	fire	fire	bɛˀ	bɛˀ	b ɛˀ		415	415	b ɛˀ -
1486	Rahung	fire	fire	bɛˀ	bɛˀ	b ɛˀ		415	415	b ɛˀ -
1487	Rupa	fire	fire	baˀ	baˀ	b aˀ		415	415	b aˀ -
1488	Shergaon	fire	fire	ba	ba	b a		415	415	b a -
1489	Khispi	fire prefix	fire prefix	bu-	bu+	b u		416	416	b u
1490	Duhumbi	fire prefix	fire prefix	bu-	bu+	b u		416	416	b u
1491	Khoina	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a
1492	Jerigaon	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a
1493	Khoitam	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a
1494	Rahung	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a
1495	Rupa	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a
1496	Shergaon	fire prefix	fire prefix	ba-	ba+	b a		416	416	b a
1497	Khispi	fish	fish	ŋa	ŋa	ŋ a		417	417	ŋ a
1498	Duhumbi	fish	fish	ŋa	ŋa	ŋ a		417	417	ŋ a
1499	Khoina	fish	fish	nu	nu	n u		417	417	n u
1500	Jerigaon	fish	fish	nu	nu	n u		417	417	n u
1501	Khoitam	fish	fish	nu(ŋ)	nu	n u		417	417	n u
1502	Rahung	fish	fish	nu(ŋ)	nu	n u		417	417	n u
1503	Rupa	fish	fish	ɲu ~ ɲuŋ	ɲu	ɲ u		417	417	ɲ u
1504	Shergaon	fish	fish	ɲu	ɲu	ɲ u		417	417	ɲ u
1505	Khispi	five	five	kʰa	kʰa	kʰ a		418	418	kʰ a
1506	Duhumbi	five	five	kʰa	kʰa	kʰ a		418	418	kʰ a
1507	Khoina	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː
1508	Jerigaon	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː
1509	Khoitam	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː
1510	Rahung	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː
1511	Rupa	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː
1512	Shergaon	five	five	kʰuː	kʰuː	kʰ uː		418	418	kʰ uː
1514	Duhumbi	flame	flame	(bɛj) ɬap	ɬap	ɬ a p		419	419	ɬ a p
1517	Khoitam	flame	flame	(bɛ-) lap ~ (ba-) lap	lap	l a p		419	419	l a p
1519	Rupa	flame	flame	(ba) a-lap ~ (ba-) lap	a+lap	a + l a p		420 419	420 419	a ◦ l a p
1521	Khispi	flee	flee	jɛt	jɛt	j ɛ t		421	421	j ɛ t
1522	Duhumbi	flee	flee	jɛt	jɛt	j ɛ t		421	421	j ɛ t
1525	Khoitam	flee	flee	jɛt	jɛt	j ɛ t		421	421	j ɛ t
1526	Rahung	flee	flee	jɛt	jɛt	j ɛ t		421	421	j ɛ t
1527	Rupa	flee	flee	jat	jat	j a t		421	421	j a t
1528	Shergaon	flee	flee	jat	jat	j a t		421	421	j a t
1532	Jerigaon	float	float	raː (-tʰɔn)	raː	r aː		422	422	r aː
1533	Khoitam	float	float	rɛː (-tʰĩː)	rɛː	r ɛː		422	422	r ɛː
1534	Rahung	float	float	rɛː (-tʰyː)	rɛː	r ɛː		422	422	r ɛː
1537	Khispi	flour	flour	pʰuj	pʰuj	pʰ u j		424	426	pʰ u j
1538	Duhumbi	flour	flour	pʰɔj	pʰɔj	pʰ ɔ j		424	426	pʰ ɔ j
1539	Khoina	flour	flour	nə-faː	nə+faː	n ə + f aː		423 424	423 424	n ə ◦ f aː
1540	Jerigaon	flour	flour	nə-hɛːʰ	nə+hɛːʰ	n ə + h ɛːʰ		423 424	423 425	n ə ◦ h ɛːʰ
1541	Khoitam	flour	flour	nə-pʰɛːʰ	nə+pʰɛːʰ	n ə + pʰ ɛːʰ		423 424	423 424	n ə ◦ pʰ ɛːʰ
1542	Rahung	flour	flour	mə-hɛːʰ	mə+hɛːʰ	m ə + h ɛːʰ		423 424	427 425	m ə ◦ h ɛːʰ
1543	Rupa	flour	flour	nə-pʰaː	nə+pʰaː	n ə + pʰ aː		423 424	423 424	n ə ◦ pʰ aː
1544	Shergaon	flour	flour	nə-pʰaː	nə+pʰaː	n ə + pʰ aː		423 424	423 424	n ə ◦ pʰ aː
1546	Duhumbi	flow	flow	wa	wa	w a		430	430	w a
1547	Khoina	flow	flow	xyj(ŋ)	xyj	x y j		428	429	x y j
1548	Jerigaon	flow	flow	hyŋ	hyŋ	h y ŋ		428	428	h y ŋ
1549	Khoitam	flow	flow	hyŋ	hyŋ	h y ŋ		428	428	h y ŋ
1551	Rupa	flow	flow	haw	haw	h a w		430	428	h a w
1552	Shergaon	flow	flow	haw	haw	h a w		430	428	h a w
1555	Khoina	fly (n)	fly (n)	bə-ʨiŋ-ʨɔŋ ~ bə-ʨiŋ-pʰuŋ	bə+ʨiŋ+ʨɔŋ	b ə + tɕ i ŋ + tɕ ɔ ŋ		432 431 433	432 431 433	b ə - ◦ tɕ i ŋ ◦ tɕ ɔ ŋ
1556	Jerigaon	fly (n)	fly (n)	pʰə-ʨiŋ-ʨɔŋ ~mə-ʨiŋ-ʨɔŋ	pʰə+ʨiŋ+ʨɔŋ	pʰ ə + tɕ i ŋ + tɕ ɔ ŋ		432 431 433	432 431 433	pʰ ə - ◦ tɕ i ŋ ◦ tɕ ɔ ŋ
1557	Khoitam	fly (n)	fly (n)	pʰ-ʦiː ~ pʰ-ʨiː	pʰ+ʦiː	pʰ + ts iː		432 431	432 431	pʰ - - ◦ ts iː -
1558	Rahung	fly (n)	fly (n)	ʨa-pim	ʨa+pim	tɕ a + p i m		98 432	431 432	tɕ a - ◦ p i m
1559	Rupa	fly (n)	fly (n)	bə-ʨiŋ	bə+ʨiŋ	b ə + tɕ i ŋ		432 431	432 431	b ə - ◦ tɕ i ŋ
1560	Shergaon	fly (n)	fly (n)	bə-ʨiŋ	bə+ʨiŋ	b ə + tɕ i ŋ		432 431	432 431	b ə - ◦ tɕ i ŋ
1561	Khispi	fly (vi)	fly (vi)	ɕɛl	ɕɛl	ɕ ɛ l		434	435	ɕ ɛ l
1562	Duhumbi	fly (vi)	fly (vi)	ɕɛɹ	ɕɛɹ	ɕ ɛ ɹ		434	435	ɕ ɛ ɹ
1563	Khoina	fly (vi)	fly (vi)	ʦʰɛn	ʦʰɛn	tsʰ ɛ n		434	434	tsʰ ɛ n
1564	Jerigaon	fly (vi)	fly (vi)	ʨʰɛn	ʨʰɛn	tɕʰ ɛ n		434	434	tɕʰ ɛ n
1565	Khoitam	fly (vi)	fly (vi)	ʨʰan	ʨʰan	tɕʰ a n		434	434	tɕʰ a n
1566	Rahung	fly (vi)	fly (vi)	ʨʰɛm	ʨʰɛm	tɕʰ ɛ m		434	434	tɕʰ ɛ m
1567	Rupa	fly (vi)	fly (vi)	ʨʰan ~ ʦʰan	ʨʰan	tɕʰ a n		434	434	tɕʰ a n
1568	Shergaon	fly (vi)	fly (vi)	ʨʰan	ʨʰan	tɕʰ a n		434	434	tɕʰ a n
1569	Khispi	fodder	fodder	ʦi	ʦi	ts i		436	436	ts i
1570	Duhumbi	fodder	fodder	ʦi	ʦi	ts i		436	436	ts i
1571	Khoina	fodder	fodder	də-ʦʰik	də+ʦʰik	d ə + tsʰ i k		436 436	436 436	d ə ◦ d ə
1573	Khoitam	fodder	fodder	ʨiː	ʨiː	tɕ iː		436	436	tɕ iː
1574	Rahung	fodder	fodder	ʨiː	ʨiː	tɕ iː		436	436	tɕ iː
1575	Rupa	fodder	fodder	də-sɛː ~ siː	də+sɛː	d ə + s ɛː		436 436	436 436	d ə ◦ d ə
1577	Khispi	food	food	hɔj	hɔj	h ɔ j		437	437	h ɔ j
1579	Khoina	food	food	haː	haː	h aː		437	437	h aː -
1580	Jerigaon	food	food	hɛ̃ː	hɛ̃ː	h ɛ̃ː		437	437	h ɛ̃ː -
1581	Khoitam	food	food	hɛ̃ˀ	hɛ̃ˀ	h ɛ̃ˀ		437	437	h ɛ̃ˀ -
1582	Rahung	food	food	hɛˀ	hɛˀ	h ɛˀ		437	437	h ɛˀ -
1583	Rupa	food	food	haˀ ~ haː	haˀ	h aˀ		437	437	h aˀ -
1584	Shergaon	food	food	haː	haː	h aː		437	437	h aː -
1587	Khoina	forehead	forehead	ma-kɔː	ma+kɔː	m a + k ɔː		438 439	438 439	m a ◦ k ɔː -
1588	Jerigaon	forehead	forehead	mu-kɔː	mu+kɔː	m u + k ɔː		438 439	438 439	m u ◦ k ɔː -
1589	Khoitam	forehead	forehead	mu-kɔː	mu+kɔː	m u + k ɔː		438 439	438 439	m u ◦ k ɔː -
1590	Rahung	forehead	forehead	mə-koː	mə+koː	m ə + k oː		438 439	438 439	m ə ◦ k oː -
1591	Rupa	forehead	forehead	mə-kaw	mə+kaw	m ə + k a w		438 439	438 439	m ə ◦ k a w
1592	Shergaon	forehead	forehead	mə-kaw	mə+kaw	m ə + k a w		438 439	438 439	m ə ◦ k a w
1595	Khoina	forest	forest1	ri-ʂɛˀ	ri+ʂɛˀ	r i + ʂ ɛˀ		443 440	443 440	r i ◦ ʂ ɛˀ -
1596	Jerigaon	forest	forest1	rə-sɛˀ	rə+sɛˀ	r ə + s ɛˀ		443 440	443 440	r ə ◦ s ɛˀ -
1597	Khoitam	forest	forest1	a-sak	a+sak	a + s a k		442 440	442 440	a ◦ s a k
1598	Rahung	forest	forest1	a-seˀ	a+seˀ	a + s eˀ		442 440	442 440	a ◦ s eˀ -
1599	Rupa	forest	forest1	ɟaŋ-seˀ ~ ʥaŋ-seˀ	ɟaŋ+seˀ	ɟ a ŋ + s eˀ		441 440	441 440	ɟ a ŋ ◦ s eˀ -
1600	Shergaon	forest	forest1	ʥaŋ-se	ʥaŋ+se	dʑ a ŋ + s e		441 440	441 440	dʑ a ŋ ◦ s e -
1601	Khispi	forest	forest2	ʥaŋ	ʥaŋ	dʑ a ŋ		441	441	dʑ a ŋ
1602	Duhumbi	forest	forest2	ʥaŋ	ʥaŋ	dʑ a ŋ		441	441	dʑ a ŋ
1607	Rupa	forest	forest2	ɟaŋ-seˀ	ɟaŋ+seˀ	ɟ a ŋ + s eˀ		441 440	441 440	ɟ a ŋ ◦ s eˀ -
1608	Shergaon	forest	forest2	ʥaŋ-se	ʥaŋ+se	dʑ a ŋ + s e		441 440	441 440	dʑ a ŋ ◦ s e -
1609	Khispi	forget	forget	(ganʥi) pʰak	pʰak	pʰ a k		444	444	pʰ - a k
1611	Khoina	forget	forget	pʰlɐk	pʰlɐk	pʰ l ɐ k		444	444	pʰ l ɐ k
1612	Jerigaon	forget	forget	pʰlɐk	pʰlɐk	pʰ l ɐ k		444	444	pʰ l ɐ k
1613	Khoitam	forget	forget	pʰlak	pʰlak	pʰ l a k		444	444	pʰ l a k
1614	Rahung	forget	forget	pʰrak	pʰrak	pʰ r a k		444	444	pʰ r a k
1615	Rupa	forget	forget	pʰlak	pʰlak	pʰ l a k		444	444	pʰ l a k
1616	Shergaon	forget	forget	pʰlak	pʰlak	pʰ l a k		444	444	pʰ l a k
1617	Khispi	four	four	p-ɕi	p+ɕi	p + ɕ i		445 446	445 446	p - ◦ ɕ i
1618	Duhumbi	four	four	p-ɕi	p+ɕi	p + ɕ i		445 446	445 446	p - ◦ ɕ i
1619	Khoina	four	four	p-ʂiː	p+ʂiː	p + ʂ iː		445 446	445 446	p - ◦ ʂ iː
1620	Jerigaon	four	four	p-siː	p+siː	p + s iː		445 446	445 446	p - ◦ s iː
1621	Khoitam	four	four	p-siː	p+siː	p + s iː		445 446	445 446	p - ◦ s iː
1622	Rahung	four	four	p-siː	p+siː	p + s iː		445 446	445 446	p - ◦ s iː
1623	Rupa	four	four	bə-siː	bə+siː	b ə + s iː		445 446	445 446	b ə ◦ s iː
1624	Shergaon	four	four	p-ɕi	p+ɕi	p + ɕ i		445 446	445 446	p - ◦ ɕ i
1625	Khispi	friend	friend	lɔk	lɔk	l ɔ k		447	447	l ɔ k
1626	Duhumbi	friend	friend	lɔk	lɔk	l ɔ k		447	447	l ɔ k
1627	Khoina	friend	friend	rɔk	rɔk	r ɔ k		447	447	r ɔ k
1628	Jerigaon	friend	friend	kʰ-rɔ̃ː ~ kʰu-rɔ̃ː	kʰ+rɔ̃ː	kʰ + r ɔ̃ː		448 105	448 450	kʰ - ◦ r ɔ̃ː
1629	Khoitam	friend	friend	kʰə-nũː	kʰə+nũː	kʰ ə + n ũː		448 105	448 449	kʰ ə ◦ n ũː
1630	Rahung	friend	friend	kʰə-nũː	kʰə+nũː	kʰ ə + n ũː		448 105	448 449	kʰ ə ◦ n ũː
1631	Rupa	friend	friend	rɔk	rɔk	r ɔ k		447	447	r ɔ k
1632	Shergaon	friend	friend	rɔk	rɔk	r ɔ k		447	447	r ɔ k
1633	Khispi	frog	frog	duŋ-ta	duŋ+ta	d u ŋ + t a		453 451	453 451	d u ŋ ◦ t a
1634	Duhumbi	frog	frog	duŋ-taˀ ~ dum-ta	duŋ+taˀ	d u ŋ + t aˀ		453 451	453 451	d u ŋ ◦ t aˀ
1635	Khoina	frog	frog	rə-tu	rə+tu	r ə + t u		452 451	452 451	r ə - ◦ t u
1636	Jerigaon	frog	frog	rɛk-tu	rɛk+tu	r ɛ k + t u		452 451	452 451	r ɛ k ◦ t u
1637	Khoitam	frog	frog	rik-tu	rik+tu	r i k + t u		452 451	452 451	r i k ◦ t u
1638	Rahung	frog	frog	rik-tu	rik+tu	r i k + t u		452 451	452 451	r i k ◦ t u
1639	Rupa	frog	frog	riː-gə-tu	riː+gə+tu	r iː + g ə + t u		452 455 451	452 455 454	r iː - ◦ g ə ◦ t u
1641	Khispi	frost	frost	nam-ba	nam+ba	n a m + b a		457 456	457 456	n a m ◦ b - a
1645	Khoitam	frost	frost	nam-bluː	nam+bluː	n a m + b l uː		457 456	457 456	n a m ◦ b l uː
1646	Rahung	frost	frost	nam-bruː	nam+bruː	n a m + b r uː		457 456	457 456	n a m ◦ b r uː
1647	Rupa	frost	frost	nam-bluː	nam+bluː	n a m + b l uː		457 456	457 456	n a m ◦ b l uː
1648	Shergaon	frost	frost	nam-bluː	nam+bluː	n a m + b l uː		457 456	457 456	n a m ◦ b l uː
1653	Khoitam	fruit	fruit	mə-laŋ	mə+laŋ	m ə + l a ŋ		459 458	459 458	m ə ◦ l a ŋ
1654	Rahung	fruit	fruit	mə-laŋ	mə+laŋ	m ə + l a ŋ		459 458	459 458	m ə ◦ l a ŋ
1655	Rupa	fruit	fruit	mə-laŋ	mə+laŋ	m ə + l a ŋ		459 458	459 458	m ə ◦ l a ŋ
1656	Shergaon	fruit	fruit	mə-laŋ	mə+laŋ	m ə + l a ŋ		459 458	459 458	m ə ◦ l a ŋ
1659	Khoina	frying pan	frying pan	kʰə-jaː	kʰə+jaː	kʰ ə + j aː		460 461	460 461	kʰ ə ◦ j aː
1661	Khoitam	frying pan	frying pan	kʰ-jɛː	kʰ+jɛː	kʰ + j ɛː		460 461	460 461	kʰ - ◦ j ɛː
1662	Rahung	frying pan	frying pan	kʰi-jɛː	kʰi+jɛː	kʰ i + j ɛː		460 461	460 461	kʰ i ◦ j ɛː
1663	Rupa	frying pan	frying pan	kʰ-jaː	kʰ+jaː	kʰ + j aː		460 461	460 461	kʰ - ◦ j aː
1665	Khispi	full	full	pɕiŋ- ~ ɕiŋ-ba	pɕiŋ+	p ɕ i ŋ		464	464	p ɕ i ŋ
1666	Duhumbi	full	full	pɕiŋ-ba	pɕiŋ+ba	p ɕ i ŋ + b a		464 462	464 462	p ɕ i ŋ ◦ b a -
1667	Khoina	full	full	a-pʰiŋ	a+pʰiŋ	a + pʰ i ŋ		463 464	463 462	a ◦ pʰ i ŋ
1668	Jerigaon	full	full	a-pʰiŋ	a+pʰiŋ	a + pʰ i ŋ		463 464	463 462	a ◦ pʰ i ŋ
1669	Khoitam	full	full	a-pʰiŋ	a+pʰiŋ	a + pʰ i ŋ		463 464	463 462	a ◦ pʰ i ŋ
1670	Rahung	full	full	a-pʰiŋ	a+pʰiŋ	a + pʰ i ŋ		463 464	463 462	a ◦ pʰ i ŋ
1671	Rupa	full	full	pʰiŋ-ba	pʰiŋ+ba	pʰ i ŋ + b a		464 462	464 462	pʰ - i ŋ ◦ b a -
1672	Shergaon	full	full	pʰiŋ	pʰiŋ	pʰ i ŋ		464	464	pʰ - i ŋ
1673	Khispi	gall, bile	gall, bile	ɕa-ɕi	ɕa+ɕi	ɕ a + ɕ i		467 465	467 465	ɕ a ◦ ɕ i
1675	Khoina	gall, bile	gall, bile	a-ʦʰi	a+ʦʰi	a + tsʰ i		466 465	466 465	a ◦ tsʰ i
1676	Jerigaon	gall, bile	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i		466 465	466 465	a ◦ tɕʰ i
1677	Khoitam	gall, bile	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i		466 465	466 465	a ◦ tɕʰ i
1678	Rahung	gall, bile	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i		466 465	466 465	a ◦ tɕʰ i
1679	Rupa	gall, bile	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i		466 465	466 465	a ◦ tɕʰ i
1680	Shergaon	gall, bile	gall, bile	a-ʨʰi	a+ʨʰi	a + tɕʰ i		466 465	466 465	a ◦ tɕʰ i
1681	Khispi	garden	garden	suɹ-ʨʰuɹ	suɹ+ʨʰuɹ	s u ɹ + tɕʰ u ɹ		469 468	469 468	s u ɹ ◦ tɕʰ u ɹ
